id,nom,marque,caracteristiques,prix,API  prises en charge,Accessoires inclus,Affichage,Alimentation,Ancrable,Appareil d'entrée,Avertissement sur les couleurs de l'image,Batterie,Cache par processeur,Capteurs,Caractéristiques,Caractéristiques principales du processeur,Cartes mémoire flash prises en charge,Clavier,Clavier numérique,Contrôleur de stockage,Contrôleur graphique,Copilot+ PC,Couleur,Couleur du boîtier,Dimensions (LxPxH) - tablette,Disque dur,Débit d'absorption spécifique (DAS),Détails d'interface,Empreinte carbone,Fonctionnalités,Fonctions,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Horloge améliorée (OC),Horloge boostée,Indice de réparabilité,Intelligence Apple,Interface mémoire,Jeu,Localisation,Logiciel(s) inclus,Matériaux de terres rares,Microsoft Copilot,Moniteur,Moteur graphique,Mémoire,Mémoire cache,Mémoire interne,Mémoire vidéo,Nombre de boutons,Nombre maximum de moniteurs,Normes environnementales,Noyaux CUDA,Performances,Poids,Processeur,Programme de ventes par le fabricant,Prêt pour la réalité virtuelle,RAM,Réseau,Réseaux,Résolution,Résolution maximale,Rétroéclairage du clavier,Services inclus,Stockage,Stockage optique,Support,Système d'exploitation,Système d'exploitation fourni,Système d'exploitation requis,Sécurité,Technologie de Plate-forme,Technologie de connectivité,Technologie de détection de mouvements,Transmission à large bande sans fil,Type,Type d'emballage,Type de Produit,Type de bus,Type de tarification,Unité de traitement neural (NPU),Vitesse de la mémoire,Webcam intégrée
11517464,ASUS Vivobook Go 15 E510KA-EJ562WS,ASUSTEK,"EJ562WS - Conception de charnière à 180 degrés - Intel Celeron - N4500 / jusqu'à 2.8 GHz - Win 11 Home in S mode - UHD Graphics - 4 Go RAM - 128 Go eMMC - 15.6"" 1920 x 1080 (Full HD) - Wi-Fi 5 - noir étoilé",274.99,,,"15.6"" 1920 x 1080 / Full HD @ 60 Hz",,,,,3 cellules,,,,,,,Oui,,,,Noir étoilé,,,,,,,,,,,Garantie limitée - 2 ans - enlèvement et retour,Intel UHD Graphics,,,6.2 (sur 10),,,,,,,,,,4 Go DDR4 (la mémoire fournie est soudée),,,,,,,,,1.57 kg,"Intel Celeron N4500 / 1.1 GHz, jusqu'à 2.8 GHz / 4 Mo Cache",,,,,"802.11a/b/g/n/ac, Bluetooth 5.1",,,Oui,,128 Go eMMC,,,Win 11 Home in S mode,,,Firmware Trusted Platform Module (TPM) Security Chip,,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,,,Oui
11830314,HP EliteBook 6 G1a Notebook AI,HP INC,"Conception de charnière à 177 degrés - AMD Ryzen 5 - 230 / jusqu'à 4.9 GHz - Win 11 Pro - Radeon 760M - 16 Go RAM - 512 Go SSD NVMe - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - brochet argent aluminium - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",1239.0,,,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,Oui,,,,Brochet argent aluminium,,,,,,,,"Capteur à effet Hall, HP Tamper Lock, capteur thermique, HP Sure Platform",HP Wolf Pro Security Edition (1 an),,,AMD Radeon 760M,,,,,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,ENERGY STAR,,,1.75 kg,AMD Ryzen 5 230 jusqu'à 4.9 GHz / 16 Mo Cache,HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11759823,"Scout E20 MD62521 17,3 FHD IPS 144Hz Intel Core i5-13420H 16GB 512GB - RTX4050 6GB W11",MEDION AG,"Intel Core i5 - 13420H / jusqu'à 4.6 GHz - Win 11 Home Advanced - GF RTX 4050 - 16 Go RAM - 512 Go SSD NVMe - 17.3"" 1920 x 1080 (Full HD) @ 144 Hz - Éthernet - Wi-Fi 6E, Bluetooth - noir",915.83,,,"17.3"" 1920 x 1080 / Full HD @ 144 Hz",,,,,4 cellules,,,,,,,,,,,Noir,,,,,,,,,,,,NVIDIA GeForce RTX 4050,,,,,,,Région : France,,,,,,16 Go DDR5 (2 x 8 Go),,,6 Go GDDR6 SDRAM,,,,,,,"Intel Core i5 (13ème génération) - 13420H / 2.1 GHz, jusqu'à 4.6 GHz / 12 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Éthernet",,,,,512 Go SSD - NVMe,,,Win 11 Home Advanced,,,,,,,,,,Ordinateur portable,,,,,
11916666,HP,HP INC,HP EB840G7 i5 16GB/256 Crtfd Rfrbd PC FR,527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30046470,LENOVO,UNBW,UNBW CTO/tP_TB 14 G7 32G 256G_5326732563,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877860,ASUS,ASUSTEK,"E1504FA-BQ1680W/15""/R5/8G/512G/W11",441.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11813149,Lenovo LOQ 15IRX10 83JE,LENOVO,"Intel Core i5 - 13450HX / jusqu'à 4.6 GHz - Win 11 Home - GeForce RTX 5060 - 16 Go RAM - 512 Go SSD NVMe - 15.6"" IPS 1920 x 1080 (Full HD) @ 144 Hz - Gigabit Ethernet - Wi-Fi 6 - gris luna - clavier : Français",1330.86,,,"15.6"" 1920 x 1080 / Full HD @ 144 Hz",,,,,Jusqu'à 7.17 heures,,,,,,Français,Oui,,,,Gris luna,,,,,,352 kg d'émissions de carbone,,,,,Garantie limitée - 2 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an,NVIDIA GeForce RTX 5060 / Intel UHD Graphics,,,8.6 (sur 10),,,Oui,Langue : français / région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,8 Go GDDR7 SDRAM,,,,,,2.4 kg,"Intel Core i5 (13ème génération) - 13450HX / 2.4 GHz, jusqu'à 4.6 GHz / 20 Mo Cache",,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.2, Gigabit Ethernet",,,Oui (blanc),,512 Go SSD - NVMe,,,Win 11 Home - français,,,Firmware Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11873127,ASUS ZenBook 14 OLED BM3406HA-QL134X,ASUSTEK,"QL134X - Conception de charnière à 180 degrés - AMD Ryzen 7 - 8840HS / jusqu'à 5.1 GHz - Win 11 Pro - Radeon Graphics - 32 Go RAM - 1 To SSD NVMe - 14"" OLED écran tactile 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - noir jade",1083.33,,,"14"" OLED écran tactile 1920 x 1200 / WUXGA @ 60 Hz",,,NumberPad,,4 cellules,,,,,,,,,,,Noir jade,,,,,,,,,,,Garantie limitée - 2 ans - enlèvement et retour,AMD Radeon Graphics,,,8.2 (sur 10),,,,,,,,,,32 Go LPDDR5X (la mémoire fournie est soudée),,,,,,ENERGY STAR EPEAT Gold,,,1.28 kg,"AMD Ryzen 7 8840HS / 3.3 GHz, jusqu'à 5.1 GHz / 16 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,Oui,,1 To SSD - NVMe,,,Win 11 Pro,,,Firmware Trusted Platform Module (TPM) Security Chip with Microsoft Pluton,,,,,,,Ordinateur portable - AI Ready - conception de charnière à 180 degrés,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11780617,ASUS ExpertBook B5 B5605CCA-PL0017X,ASUSTEK,"PL0017X - Intel Core Ultra 5 - 225H / jusqu'à 4.9 GHz - Win 11 Pro - Arc Graphics 130T - 16 Go RAM - 512 Go SSD NVMe - 16"" 2560 x 1600 (WQXGA) - Gigabit Ethernet - Wi-Fi 7, Bluetooth - gris",1357.5,,,"16"" 2560 x 1600 / WQXGA",,,,,3 cellules,,,,,,,,,,,Gris,,,,,,,,,,,Garantie limitée - 2 ans - enlèvement et retour,Intel Arc Graphics 130T - jusqu'à 63 TOPS,,,9.7 (sur 10),,,,,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.77 kg,"Intel Core Ultra 5 (Série 2) - 225H / 1.7 GHz, jusqu'à 4.9 GHz / 18 Mo Cache",,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 13 TOPS,,Oui
11873122,ASUS,ASUSTEK,UX3405MA-QD262W/14\/CORE 5/16GB/512/W11H,833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405877,Surface Pro10 (5G) - I5/16/256 Win 11 Pro -  Platinum,MICROSOFT,"Microsoft Surface Pro 10 for Business - Tablette - Intel Core Ultra 5 135U / jusqu'à 4.4 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 256 Go SSD - 13"" écran tactile 2880 x 1920 @ 120 Hz - Wi-Fi 6 - Bluetooth - 5G - platine",1750.55,,,"13"" écran tactile 2880 x 1920 @ 120 Hz - 267 ppi",,Oui,,,Jusqu'à 19 heures,,,,,,,,,,,Platine,,,,,,,,"Accéléromètre, magnétomètre, gyroscope, capteur de couleur ambiante",,,Garantie limitée - 1 an,Intel Graphics,,,,,,,,,,,,,16 Go LPDDR5X,,,,,,ENERGY STAR,,,879 g,"Intel Core Ultra 5 (Série 1) - 135U / 1.6 GHz, jusqu'à 4.4 GHz / 12 Mo Cache",,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.3",,,,,256 Go SSD,,,Win 11 Pro,,,Firmware Trusted Platform Module (TPM 2.0) Security Chip,,,,5G,,,Tablette - AI Ready - aucun clavier,,,Intel AI Boost,,Oui
11509976,Samsung Galaxy Book3 360,SAMSUNG,"Conception inclinable - Intel Core i7 - 1360P / jusqu'à 5 GHz - Evo - Win 11 Pro - Carte graphique Intel Iris Xe - 16 Go RAM - 512 Go SSD NVMe - 13.3"" AMOLED écran tactile 1920 x 1080 (Full HD) - Wi-Fi 6E - argent",1200.0,,,"13.3"" écran tactile 1920 x 1080 / Full HD - 165 ppi",,,ClickPad,,,,,,,,,,,,,Argent,,,,0.336 W/kg (body) ¦ 0.336 W/kg (membre),,,,"Accéléromètre, capteur gyroscopique",,,Garantie limitée - 2 ans,Carte graphique Intel Iris Xe,,,,,,,,,,,,,16 Go LPDDR4X (la mémoire fournie est soudée),,,,,,,,,1.16 kg,"Intel Core i7 (13ème génération) - 1360P / 2.2 GHz, jusqu'à 5 GHz / 18 Mo Cache",,,,,"Bluetooth 5.1, 802.11a/b/g/n/ac/ax (Wi-Fi 6E)",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro,,,"Trusted Platform Module (TPM) Security Chip, lecteur d'empreintes digitales",Intel Evo,,,,,,Ordinateur portable - 2 en 1 - conception inclinable,,,,,Oui
11552494,MSI Modern 13 F1MG-040FR,MSI,"040FR - Conception de charnière à 180 degrés - Intel Core 7 - 150U / jusqu'à 5.4 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 1 To SSD NVMe - 13.3"" 1920 x 1080 (Full HD) - Gigabit Ethernet - Bluetooth, Wi-Fi 6E - gris platine - clavier : Français",899.0,,,"13.3"" 1920 x 1080 / Full HD @ 60 Hz",,,,,3 cellules,,,,,,Français,,,,,Gris platine,,,,,,,,,,,Garantie limitée - 3 ans,Intel Graphics,,,7.7 (sur 10),,,,,,,,,,16 Go DDR4 (2 x 8 Go),,,,,,,,,1.45 kg,"Intel Core 7 (Série 1) - 150U / 1.8 GHz, jusqu'à 5.4 GHz / 12 Mo Cache",,,,,"Bluetooth 5.3, 802.11a/b/g/n/ac/ax (Wi-Fi 6E), Gigabit Ethernet",,,Oui (blanc),,1 To SSD - NVMe,,,Win 11 Pro,,,,,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,,,Oui
11794276,LG gram 17Z90TL-G.AZ78F,LG ELECTRO,"G.AZ78F - Intel Core Ultra 7 - 258V / jusqu'à 4.8 GHz - Evo - Win 11 Pro - Intel Arc Graphics 140V - 32 Go RAM - 1 To SSD NVM Express (NVMe) Gen 4 - 17"" IPS 2560 x 1600 (WQXGA) - Bluetooth, Wi-Fi 6 - Noir vitreux - clavier : Français",2131.11,,,"17"" 2560 x 1600 / WQXGA",,,,,,,,,,,Français,,,,Yes,Noir vitreux,,,,1.049 W/kg (body),,,,,,,Garantie limitée - 2 ans ¦ Pièces - 5 ans,Intel Arc Graphics 140V - jusqu'à 64 TOPS,,,,,,,,,,Yes,,,32 Go LPDDR5X,,,,,,,,,1.389 kg,"Intel Core Ultra 7 (Série 2) - 258V / 2.2 GHz, jusqu'à 4.8 GHz / 12 Mo Cache",,,,,"Bluetooth 5.3, 802.11a/b/g/n/ac/ax",,,Oui,,1 To SSD - NVM Express (NVMe) Gen 4,,,Win 11 Pro,,,,Intel Evo,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 47 TOPS,,Oui
10305634,Lenovo ThinkPad L13 2-in-1 Gen 5 21LM,LENOVO,"in-1 Gen 5 21LM - Conception inclinable - Intel Core Ultra 5 - 125U / jusqu'à 4.3 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 13.3"" IPS écran tactile 1920 x 1200 - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1338.85,,,"13.3"" écran tactile 1920 x 1200 / WUXGA @ 60 Hz",,,"Numériseur, TrackPoint, stylo numérique, UltraNav",,,,,,,,Français,,,,,Noir,,,,,,185 kg d'émissions de carbone,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,8.4 (sur 10),,,,Langue : français / région : France,,,,,,16 Go LPDDR5 (la mémoire fournie est soudée),,,,,,"TCO Certified Notebooks 9, TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.32 kg,"Intel Core Ultra 5 (Série 1) - 125U / 1.3 GHz, jusqu'à 4.3 GHz / 12 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable - AI Ready - 2 en 1 - conception inclinable,,,Intel AI Boost - jusqu'à 11 TOPS,,Oui
11812908,Acer Aspire 17 A17-51M,ACER,"51M - Intel Core i7 - 13620H / jusqu'à 4.9 GHz - Win 11 Home - UHD Graphics - 16 Go RAM - 1.024 To SSD NVMe - 17.3"" IPS 1920 x 1080 (Full HD) - Wi-Fi 6E - gris acier - clavier : Français",760.0,,,"17.3"" 1920 x 1080 / Full HD @ 60 Hz - mat",,,,,,,,,,,Français,Oui,,,,Gris acier,,,,,,,,,,,Garantie limitée - 2 ans ¦ Garantie pour voyageurs internationaux - 1 an,Intel UHD Graphics,,,7.4 (sur 10),,,,Région : France,,,,,,16 Go LPDDR5 (la mémoire fournie est soudée),,,,,,,,,2.3 kg,"Intel Core i7 (13ème génération) - 13620H / 2.4 GHz, jusqu'à 4.9 GHz / 24 Mo Cache",,,,,"Bluetooth 5.1, 802.11a/b/g/n/ac/ax (Wi-Fi 6E)",,,,,1.024 To SSD - NVMe,,,Win 11 Home,,,,,,,,,,Ordinateur portable,,,,,Oui
11873121,ASUS,ASUSTEK,TP3402VA-LZ453XA/14FHD/I5/16G/512/W11P,583.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11836923,Dell Pro 14 Plus PB14255,DELL,"AMD Ryzen AI 7 PRO - 350 / jusqu'à 5 GHz - Win 11 Pro - Radeon 860M - 32 Go RAM - 1 To SSD NVMe - 14"" IPS 1920 x 1200 (Full HD Plus) - Gigabit Ethernet - Wi-Fi 7 - BTS - avec 1 an basique sur site",1573.05,,,"14"" 1920 x 1200 / Full HD Plus @ 60 Hz - 162 ppi",,,,,3 cellules,,,,,,,,,,Yes,,,,,,,113 kg d'émissions de carbone,,,,,,AMD Radeon 860M,,,,,,,,,,,,,32 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.56 kg,"AMD Ryzen AI 7 PRO 350 / 2 GHz, jusqu'à 5 GHz / 16 Mo Cache",Dell Smart Selection,,,,"Bluetooth, 802.11a/b/g/n/ac/ax/be, Gigabit Ethernet",,,Oui,1 an basique sur site,1 To SSD - NVMe,,,Win 11 Pro - néerlandais / anglais / français / allemand / italien,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable,,Build To Stock (BTS),AMD Ryzen AI - jusqu'à 50 TOPS,,Oui
11802307,LENOVO,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 5 - 228V / jusqu'à 4.5 GHz - Win 11 Pro - Arc Graphics 130V - 32 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - évolutif 5G - noir - clavier : Français - avec 1 an de support Premier Lenovo",1529.41,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,,,,,,,,,Français,,,,Yes,Noir,,,,,,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,Intel Arc Graphics 130V - jusqu'à 53 TOPS,,,,,,,Langue : français / région : France,,,,,,32 Go LPDDR5X (la mémoire fournie est soudée),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.38 kg,Intel Core Ultra 5 (Série 2) - 228V jusqu'à 4.5 GHz / 8 Mo Cache,Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - Anglais/Français,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,Évolutif 5G,,,Ordinateur portable - conception de charnière à 180 degrés,,,Intel AI Boost - jusqu'à 40 TOPS,,Oui
11560989,Apple MacBook Air,APPLE,"M4 - Apple M4 10-core - 16 Go RAM - 512 Go SSD - 15.3"" IPS 2880 x 1864 (WQXGA+) - Wi-Fi 6E, Bluetooth - bleu ciel - clavier : Français",1457.5,,,"15.3"" 2880 x 1864 / WQXGA+ - 224 ppi",,,Tablette tactile Force Touch,,Jusqu'à 18 heures,,,,,,Français,,,,,Bleu ciel,,,,,,155 kg d'émissions de carbone,,Détecteur de lumière ambiante,,,Garantie limitée - 1 an ¦ Support technique - support téléphonique - 90 jours,Apple M4 10-core,,,,Oui,,,"Langue : français / région : Belgique, Luxembourg, France",,99 % d'éléments de terre rare recyclés,,,,16 Go (mémoire unifiée),,,,,,ENERGY STAR EPEAT Gold,,,1.51 kg,Apple M4,,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,,512 Go SSD,,,macOS Sequoia 15.0,,,Lecteur d'empreintes digitales,,,,,,,Ordinateur portable,,,16-core Neural Engine,,Oui
11830229,HP EliteBook X Flip G1i Notebook Next Gen AI,HP INC,"Conception de charnière à 177 degrés - Intel Core Ultra 5 - 228V / jusqu'à 4.5 GHz - Win 11 Pro - Arc Graphics 130V - 32 Go RAM - 512 Go SSD NVMe - 14"" IPS écran tactile 1920 x 1200 - NFC, Wi-Fi 7, Bluetooth - argent glacé, gris doux (clavier) - clavier : Français - avec HP 3 ans d'assistance hors site pour le matériel port",2219.0,,,"14"" WLED écran tactile 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,6 cellules,,,,,,Français,,,,Yes,"Argent glacé, gris doux (clavier)",,,,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, unité de mesure inertielle (IMU), gyroscope, HP Tamper Lock, capteur de couleur ambiante, capteur thermique",HP Wolf Pro Security Edition (1 an),,,Intel Arc Graphics 130V - jusqu'à 53 TOPS,,,6.8 (sur 10),,,,Langue : français / région : France,,,,,,32 Go LPDDR5X (la mémoire fournie est soudée),,,,,,,,,1.4 kg,"Intel Core Ultra 5 (Série 2) - 228V / 2.1 GHz, jusqu'à 4.5 GHz / 8 Mo Cache",HP Smart Buy,,,,"NFC, 802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,HP 3 ans d'assistance hors site pour le matériel portable,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,Intel AI Boost - jusqu'à 40 TOPS,,Oui
11812865,Acer Nitro V 16 AI ANV16-42,ACER,"42 - AMD Ryzen 7 - 260 / jusqu'à 5.1 GHz - Win 11 Home - GeForce RTX 5070 - 16 Go RAM - 512 Go SSD NVMe - 16"" IPS 1920 x 1200 @ 180 Hz - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - schiste noir - clavier : Français",1390.4,,,"16"" 1920 x 1200 / WUXGA @ 180 Hz - mat",,,,,,,,,,,Français,Oui,,,Yes,Schiste noir,,,,2 W/kg (head) ¦ 2 W/kg (body) ¦ 2 W/kg (membre),,,,,,,Garantie limitée - 2 ans ¦ Garantie pour voyageurs internationaux - 1 an,NVIDIA GeForce RTX 5070,,,6.9 (sur 10),,,Oui,Région : France,,,Yes,,,16 Go DDR5 (2 x 8 Go),,,8 Go GDDR7 SDRAM,,,,,,2.5 kg,"AMD Ryzen 7 260 / 3.8 GHz, jusqu'à 5.1 GHz / 16 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,Oui (ambre),,512 Go SSD - NVMe,,,Win 11 Home,,,,,,,,,,Ordinateur portable,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11931042,TP3407SA-FLIP-QL123X/14W/U7/16/1TB/W11P,ASUSTEK,TP3407SA-FLIP-QL123X/14W/U7/16/1TB/W11P,1349.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11786872,ASUS Vivobook Go 14 P1404FA-EB843X,ASUSTEK,"EB843X - Conception de charnière à 180 degrés - AMD Ryzen 5 - 7520U / jusqu'à 4.3 GHz - Win 11 Pro - Radeon 610M - 16 Go RAM - 512 Go SSD NVMe - 14"" 1920 x 1080 (Full HD) - Wi-Fi 6E, Bluetooth - noir mélangé",566.66,,,"14"" 1920 x 1080 / Full HD",,,NumberPad,,3 cellules,,,,,,,,,,,Noir mélangé,,,,,,,,,,,Garantie limitée - 2 ans - enlèvement et retour,AMD Radeon 610M,,,9.1 (sur 10),,,,,,,,,,16 Go DDR4 (la mémoire fournie est soudée),,,,,,,,,1.38 kg,"AMD Ryzen 5 7520U / 2.8 GHz, jusqu'à 4.3 GHz / 4 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,,,512 Go SSD - NVMe,,,Win 11 Pro,,,Firmware Trusted Platform Module (TPM) Security Chip,,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,,,Oui
11877879,ASUS,ASUSTEK,"TP3407SA-FLIP-QL131X/14""/U5/16/512/W11P",999.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11812890,Acer TravelMate P2 14 TMP214-76-G2-TCO,ACER,"76-G2-TCO - Intel Core Ultra 5 - 125H / jusqu'à 4.5 GHz - Win 11 Pro - Intel Arc Graphics - 16 Go RAM - 512 Go SSD NVMe - 14"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - Argent pur - clavier : Français",1024.0,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz - mat",,,,,,,,,,,Français,,,,,Argent pur,,,,1.14 W/kg (head) ¦ 1.14 W/kg (body) ¦ 1.14 W/kg (membre),,,,,,,Garantie limitée - 2 ans ¦ Garantie pour voyageurs internationaux - 1 an,Intel Arc Graphics,,,7 (sur 10),,,,Région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,TCO Certified Notebooks 9,,,1.45 kg,"Intel Core Ultra 5 (Série 1) - 125H / 1.2 GHz, jusqu'à 4.5 GHz / 18 Mo Cache",,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,Oui (blanc),,512 Go SSD - NVMe,,,Win 11 Pro,,,"Discrete Trusted Platform Module (TPM) solution, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - AI Ready,,,Intel AI Boost,,Oui
11802958,Lenovo ThinkPad L14 Gen 6 21S6,LENOVO,"Intel Core Ultra 7 - 255U / jusqu'à 5.2 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe - 14"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 1 an de support Premier Lenovo",1291.76,,,"14"" 1920 x 1200 / WUXGA @ 60 Hz",,,"TrackPoint, UltraNav",,,,,,,,Français,,,,,Noir,,,,,,180 kg d'émissions de carbone,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,Intel Graphics,,,8.8 (sur 10),,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",,,1.38 kg,"Intel Core Ultra 7 (Série 2) - 255U / 2 GHz, jusqu'à 5.2 GHz / 12 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,Oui,1 an de support Premier Lenovo,"512 Go SSD - TCG Opal Encryption 2, NVMe",,,Win 11 Pro - Français / Français (CA) / Anglais,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,,,,,Ordinateur portable,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
