id,nom,marque,caracteristiques,prix,Affichage,Agrafeuse,AirPrint activé,Alimentation,Assembleuse,Avertissement sur les couleurs de l'image,Balayage,Capacité de support standard,Capacité des bacs de sortie,Capacité du bac de dérivation,Capacité du chargeur de documents,Capacité max. du support,Capacité totale,Catégorie de résolution d'impression maximale,Catégorie de résolution de copie maximale,Certification Microsoft,Classe de taille de support,Codes à barres,Configuration requise,Couleur du boîtier,Cycle d'utilisation mensuel (maxi),Disponibilité de la connexion,Empileuse,Fonctionnalités de l'imprimante,Fonctions de l'article de bureau,Garantie du fabricant,Gestion des supports,Impression recto-verso automatique,Interface,Langage(s) d'impression,Localisation,Normes environnementales,Poids,Processeur,RAM installée (maximum),Relieuse,Réseaux,Résolution d'impression maximale,Résolution de reproduction maximale,Résolution maximum (N&B),Résolutions du télécopieur,Système de compression des données,Taille de l'écran de prévisualisation,Taille du support,Taille initiale,Taille max. du support,Taille maximum du support (personnalisée),Taille minimale du support (personnalisée),Technique d'amélioration de l'image,Technologie d'impression,Type d'imprimante,Type d'origine,Type de photocopieuse,Type de supports,Type de tarification,Type de télécopieur,Vitesse d'impression,Vitesse d'impression max.,Vitesse de reproduction maximale,Vitesse de transmission de télécopie maximale,Volume mensuel recommandé
5466751,HP LaserJet Enterprise Flow MFP M776z,HP INC,"Imprimante multifonctions - couleur - laser - 297 x 864 mm (original) - A3/Ledger (support) - jusqu'à 46 ppm (copie) - jusqu'à 46 ppm (impression) - 2300 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB 2.0",6075.05,"8""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,2300 feuilles,500 feuilles,100 feuilles,200 feuilles,2300 feuilles,,,,,,,,,200000 pages,,,,"Impression à partir d'un lecteur flash USB, sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers réseau, HP EveryPage, technologie Instant-on, numérisation vers FTP, numérisation au format SharePoint, numérisation vers OCR, HP Open Extensibility Platform (OXP)",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB 2.0",,"Anglais, allemand, français, italien, espagnol / Europe","ENERGY STAR, Blue Angel",115.5 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"203 x 98 ppp, 300 x 300 ppp",,,"64 x 127 mm (min.) - A3 (297 x 420 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",68 x 127 mm (min.) - 297 x 864 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, papier recyclé, papier, film, papier lourd, carte-copie, papier à grammage très élevé, papier à faible grammage, papier brillant, papier perforé, papier préimprimé, cartes postales",,Papier uni,,Jusqu'à 46 ppm (mono)/jusqu'à 46 ppm (couleur),Jusqu'à 46 ppm (mono)/jusqu'à 46 ppm (couleur),33.6 Kbits/s,40 000 pages
7625004,Lexmark CX942adse,LEXMARK,"Imprimante multifonctions - couleur - laser - A3 (297 x 420 mm) (original) - A3/Ledger (support) - jusqu'à 45 ppm (copie) - jusqu'à 45 ppm (impression) - 1140 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",7268.1,"10""",,Oui,,,,600 x 600 ppp,1140 feuilles,400 feuilles,100 feuilles,130 feuilles,5140 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,,200000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP, numérisation vers PC, scan vers hôte USB, numérisation vers réseau",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",105 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,"SRA3 (320 x 450 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",A3 (297 x 420 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie, papier brillant",,Super G3 - papier uni,,Jusqu'à 45 ppm (mono)/jusqu'à 45 ppm (couleur),Jusqu'à 45 ppm (mono)/jusqu'à 45 ppm (couleur),33.6 Kbits/s,7 000 - 50 000 pages
7625007,Lexmark CX931dse,LEXMARK,"Imprimante multifonctions - couleur - laser - A3 (297 x 420 mm) (original) - A3/Ledger (support) - jusqu'à 35 ppm (copie) - jusqu'à 35 ppm (impression) - 620 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",4845.76,"7""",,Oui,,,,600 x 600 ppp,620 feuilles,400 feuilles,100 feuilles,110 feuilles,5140 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,,150000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP, numérisation vers PC, scan vers hôte USB, numérisation vers réseau",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",63.2 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,"A3 (297 x 420 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",A3 (297 x 420 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie, papier brillant",,Super G3 - papier uni,,Jusqu'à 35 ppm (mono)/jusqu'à 35 ppm (couleur),Jusqu'à 35 ppm (mono)/jusqu'à 35 ppm (couleur),33.6 Kbits/s,4000 - 20 000 pages
7625008,Lexmark CX931dtse,LEXMARK,"Imprimante multifonctions - couleur - laser - A3/Ledger (support) - jusqu'à 35 ppm (copie) - jusqu'à 35 ppm (impression) - 2180 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",6027.0,"7""",,,,,,600 x 600 ppp,2180 feuilles,400 feuilles,100 feuilles,110 feuilles,4180 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,,150000 pages,Oui,Inclus,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP, numérisation vers PC, scan vers hôte USB, numérisation vers réseau",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,ENERGY STAR,96.9 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,A3 (297 x 420 mm)/ANSI B (Ledger) (279 x 432 mm) (maximum),,,,,,Laser (couleur),,Feuilles,,"Carte-copie, enveloppes, papier brillant, étiquettes, papier uni",,Super G3 - papier uni,,Jusqu'à 35 ppm (mono)/jusqu'à 35 ppm (couleur),Jusqu'à 35 ppm (mono)/jusqu'à 35 ppm (couleur),33.6 Kbits/s,4000 - 20 000 pages
7625009,Lexmark CX944adxse,LEXMARK,"Imprimante multifonctions - couleur - laser - A3/Ledger (support) - jusqu'à 65 ppm (copie) - jusqu'à 65 ppm (impression) - 3140 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",11143.66,"10""",,,,,,600 x 600 ppp,3140 feuilles,400 feuilles,100 feuilles,130 feuilles,5140 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,,340000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP, numérisation vers PC, scan vers hôte USB, numérisation vers réseau",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",145.4 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,"A3 Plus (329 x 483 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",,,,,,Laser (couleur),,Feuilles,,"Carte-copie, enveloppes, papier brillant, étiquettes, papier uni",,Super G3 - papier uni,,Jusqu'à 65 ppm (mono)/jusqu'à 65 ppm (couleur),Jusqu'à 65 ppm (mono)/jusqu'à 65 ppm (couleur),33.6 Kbits/s,7 000 - 50 000 pages
7625010,Lexmark CX943adxse,LEXMARK,"Imprimante multifonctions - couleur - laser - A3 (297 x 420 mm) (original) - A3/Ledger (support) - jusqu'à 55 ppm (copie) - jusqu'à 55 ppm (impression) - 3140 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",9569.7,"10""",,,,,,600 x 600 ppp,3140 feuilles,400 feuilles,100 feuilles,130 feuilles,5140 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,,270000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP, numérisation vers PC, scan vers hôte USB, numérisation vers réseau",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",145.4 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,"SRA3 (320 x 450 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",A3 (297 x 420 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie, papier brillant",,Super G3 - papier uni,,Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),33.6 Kbits/s,7 000 - 50 000 pages
7625011,Lexmark MX931dse,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - A3/Ledger (support) - jusqu'à 35 ppm (copie) - jusqu'à 35 ppm (impression) - 620 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN",4360.66,"7""",Inclus,,,,,600 x 600 ppp,620 feuilles,400 feuilles,100 feuilles,110 feuilles,5140 feuilles,,,,,,,,,150000 pages,Oui,Inclus,,"Scan vers hôte USB, numérisation vers FTP, numérisation vers e-mail, numérisation vers réseau, Trusted Platform Module (TPM)",1 an de garantie,,Oui (copie) Oui (numérisation),"USB 2.0, Gigabit LAN",,,ENERGY STAR,53 kg,,,,,Jusqu'à 1200 x 1200 ppp,,,,,,A3 (297 x 420 mm)/ANSI B (Ledger) (279 x 432 mm) (maximum),,,,,,Laser (monochrome),,Feuilles,,"Carte-copie, enveloppes, papier brillant, étiquettes, papier uni",,Super G3 - papier uni,,Jusqu'à 35 ppm,Jusqu'à 35 ppm,33.6 Kbits/s,4000 - 20 000 pages
7625012,Lexmark CX930dse,LEXMARK,"Imprimante multifonctions - couleur - laser - A3 (297 x 420 mm) (original) - A3/Ledger (support) - jusqu'à 25 ppm (copie) - jusqu'à 25 ppm (impression) - 620 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",4119.16,"7""",,Oui,,,,600 x 600 ppp,620 feuilles,400 feuilles,100 feuilles,110 feuilles,5140 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,,100000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, scan vers hôte USB, numérisation vers réseau, numérisation vers FTP, numérisation vers PC, Trusted Platform Module (TPM)",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",63.2 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,"A3 (297 x 420 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",A3 (297 x 420 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie, papier brillant",,Super G3 - papier uni,,Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),33.6 Kbits/s,4000 - 20 000 pages
7625013,Lexmark CX943adtse,LEXMARK,"Imprimante multifonctions - couleur - laser - A3/Ledger (support) - jusqu'à 55 ppm (copie) - jusqu'à 55 ppm (impression) - 2180 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",8843.1,"10""",,,,,,600 x 600 ppp,2180 feuilles,400 feuilles,100 feuilles,130 feuilles,4180 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,,270000 pages,Oui,Inclus,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP, numérisation vers PC, scan vers hôte USB, numérisation vers réseau",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",115.5 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,"SRA3 (320 x 450 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",,,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie, papier brillant",,Super G3 - papier uni,,Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),33.6 Kbits/s,7 000 - 50 000 pages
7625016,Lexmark CX944adtse,LEXMARK,"Imprimante multifonctions - couleur - laser - A3/Ledger (support) - jusqu'à 65 ppm (copie) - jusqu'à 65 ppm (impression) - 2180 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",10538.86,"10""",,Oui,,,,600 x 600 ppp,2180 feuilles,400 feuilles,100 feuilles,130 feuilles,4180 feuilles,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,,340000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP, numérisation vers PC, scan vers hôte USB, numérisation vers réseau",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",115.5 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),,,,,,"A3 Plus (329 x 483 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",,,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie, papier brillant",,Super G3 - papier uni,,Jusqu'à 65 ppm (mono)/jusqu'à 65 ppm (couleur),Jusqu'à 65 ppm (mono)/jusqu'à 65 ppm (couleur),33.6 Kbits/s,7 000 - 50 000 pages
8355671,HP LaserJet Enterprise Flow MFP 6800zfsw,HP INC,"Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 52 ppm (copie) - jusqu'à 52 ppm (impression) - 1750 feuilles - 33.6 Kbits/s - Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",6407.45,"10.1""",Inclus,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,1750 feuilles,1000 feuilles,100 feuilles,150 feuilles,3300 feuilles,,,,,,,,,100000 pages,Oui,,,"HP Auto-On/Auto-Off Technology, technologie Instant-on, sauvegarde sur lecteur flash USB, impression à partir d'un lecteur flash USB, numérisation vers e-mail, numériser vers un dossier, certification Mopria, enregistrer vers le dossier réseau, Hardware Integration Pocket 2nd generation (HIP2), disque dur inclus, cartouche Terrajet, Instant-on Copy, numérisation vers Powerpoint, numérisation vers FTP, numérisation vers sFTP, numériser vers le Cloud, impression USB directe, logement pour verrou de sécurité, agrafage, OCR intégré",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","EPEAT Gold, ENERGY STAR, Blue Angel",77.1 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"300 x 300 ppp, 203 x 196 ppp, 200 x 100 ppp",,,"68 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",100 x 148 mm (min.) - Legal (216 x 356 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier photo, papier, papier brillant",,Papier uni,,Jusqu'à 52 ppm (mono)/jusqu'à 52 ppm (couleur),Jusqu'à 52 ppm (mono)/jusqu'à 52 ppm (couleur),33.6 Kbits/s,2000 - 14 000 pages
8355672,HP LaserJet Enterprise Flow MFP 5800zf,HP INC,"Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 43 ppm (copie) - jusqu'à 43 ppm (impression) - 650 feuilles - 33.6 Kbits/s - Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",3001.89,"10.1""",Inclus,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,650 feuilles,250 feuilles,100 feuilles,100 feuilles,2300 feuilles,,,,,,,,,80000 pages,Oui,,,"HP Auto-On/Auto-Off Technology, technologie Instant-on, sauvegarde sur lecteur flash USB, impression à partir d'un lecteur flash USB, Instant-on Copy, certification Mopria, numérisation vers e-mail, numériser vers un dossier, enregistrer vers le dossier réseau, Hardware Integration Pocket 2nd generation (HIP2), cartouche Terrajet, disque dur inclus, numériser vers le Cloud, impression USB directe, logement pour verrou de sécurité",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","EPEAT Gold, ENERGY STAR, Blue Angel",39.1 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"300 x 300 ppp, 203 x 196 ppp, 200 x 100 ppp",,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",Legal (216 x 356 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, papier recyclé, papier, film, papier lourd, carte-copie, papier à grammage très élevé, papier à faible grammage, papier brillant, papier perforé, papier préimprimé",,Papier uni,,Jusqu'à 43 ppm (mono)/jusqu'à 43 ppm (couleur),Jusqu'à 43 ppm (mono)/jusqu'à 43 ppm (couleur),33.6 Kbits/s,2 000 - 10 000 pages
8355676,HP Color LaserJet Enterprise MFP 6800dn,HP INC,"Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 52 ppm (copie) - jusqu'à 52 ppm (impression) - 650 feuilles - Gigabit LAN, USB 3.0, hôte USB 3.0, hôte USB 2.0",3752.64,"8""",En option,Oui,CA 230 V (50/60Hz),,L'image du produit peut être d'une couleur différente,600 x 600 ppp,650 feuilles,500 feuilles,100 feuilles,150 feuilles,3300 feuilles,,,,,,,,,100000 pages,Oui,,,"Logement pour verrou de sécurité, HP Auto-On/Auto-Off Technology, technologie Instant-on, sauvegarde sur lecteur flash USB, impression à partir d'un lecteur flash USB, numérisation vers e-mail, numériser vers un dossier, certification Mopria, enregistrer vers le dossier réseau, Hardware Integration Pocket 2nd generation (HIP2), Trusted Platform Module (TPM), disque dur inclus, cartouche Terrajet, Instant-on Copy",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, USB 3.0, hôte USB 3.0, hôte USB 2.0",,"Anglais, allemand, espagnol, français, italien / Europe","EPEAT Gold, ENERGY STAR, Blue Angel",42.2 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,"68 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",100 x 148 mm (min.) - Legal (216 x 356 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier photo, papier, papier brillant",,,,Jusqu'à 52 ppm (mono)/jusqu'à 52 ppm (couleur),Jusqu'à 52 ppm (mono)/jusqu'à 52 ppm (couleur),,2000 - 14 000 pages
8355677,HP LaserJet Enterprise Flow MFP 6800zf,HP INC,"Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 52 ppm (copie) - jusqu'à 52 ppm (impression) - 650 feuilles - 33.6 Kbits/s - Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",4503.38,"10.1""",Inclus,Oui,CA 230 V (50/60Hz),,L'image du produit peut être d'une couleur différente,600 x 600 ppp,650 feuilles,500 feuilles,100 feuilles,150 feuilles,3300 feuilles,,,,,,,,,100000 pages,Oui,,,"HP Auto-On/Auto-Off Technology, technologie Instant-on, sauvegarde sur lecteur flash USB, impression à partir d'un lecteur flash USB, Instant-on Copy, certification Mopria, numérisation vers e-mail, numériser vers un dossier, enregistrer vers le dossier réseau, Hardware Integration Pocket 2nd generation (HIP2), cartouche Terrajet, disque dur inclus, numériser vers le Cloud, impression USB directe, logement pour verrou de sécurité",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Gigabit LAN, hôte USB 2.0, USB 3.0, hôte USB 3.0",,"Anglais, allemand, espagnol, français, italien / Europe","EPEAT Gold, ENERGY STAR, Blue Angel",42.2 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"300 x 300 ppp, 203 x 196 ppp, 200 x 100 ppp",,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",Legal (216 x 356 mm) (maximum),,,,,Laser (couleur),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, papier recyclé, papier, film, papier lourd, carte-copie, papier à grammage très élevé, papier à faible grammage, papier brillant, papier perforé, papier préimprimé",,Papier uni,,Jusqu'à 52 ppm (mono)/jusqu'à 52 ppm (couleur),Jusqu'à 52 ppm (mono)/jusqu'à 52 ppm (couleur),33.6 Kbits/s,2000 - 14 000 pages
4823380,Lexmark CX625ade,LEXMARK,"Imprimante multifonctions - couleur - laser - 215.9 x 355.6 mm (original) - A4/Legal (support) - jusqu'à 38 ppm (copie) - jusqu'à 37 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",1373.4,"7""",,Oui,,,,1 200 x 600 ppp (couleur 600 x 600 ppp),250 feuilles,150 feuilles,1 feuille,100 feuilles,1450 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,100000 pages,Oui,,,"Numérisation vers e-mail, numérisation vers réseau, scan vers hôte USB",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"ENERGY STAR, Blue Angel",27.1 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,"Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",215.9 x 355.6 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 37 ppm (mono)/jusqu'à 37 ppm (couleur),Jusqu'à 38 ppm (mono)/jusqu'à 38 ppm (couleur),33.6 Kbits/s,1500 - 10000 pages
10312269,Lexmark CX961se,LEXMARK,"Imprimante multifonctions - couleur - laser - A3/Ledger (support) - jusqu'à 35 ppm (copie) - jusqu'à 35 ppm (impression) - 700 feuilles - USB 2.0, Gigabit LAN, Wi-Fi(ac), hôte USB 2.0",6922.0,"10""",,Oui,,,,300 x 300 ppp,700 feuilles,500 feuilles,150 feuilles,300 feuilles,4750 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,150000 pages,Oui,,,"Numérisation vers e-mail, scan vers hôte USB, numérisation vers réseau, numérisation vers FTP, sauvegarde sur lecteur flash USB",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(ac), hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",90.1 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,A3 (297 x 420 mm)/ANSI B (Ledger) (279 x 432 mm) (maximum),,,,,,Laser (couleur),,Feuilles,,"Papier uni, enveloppes, étiquettes, carte-copie, papier brillant",,Papier uni,,Jusqu'à 35 ppm (mono)/jusqu'à 35 ppm (couleur),Jusqu'à 35 ppm (mono)/jusqu'à 35 ppm (couleur),,4000 - 20 000 pages
5272764,Lexmark CX331adwe,LEXMARK,"Imprimante multifonctions - couleur - laser - 216 x 356 mm (original) - A4/Legal (support) - jusqu'à 24 ppm (copie) - jusqu'à 24 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB 2.0",449.4,"2.8""",,Oui,,,,600 x 600 ppp,250 feuilles,100 feuilles,1 feuille,50 feuilles,250 feuilles,,Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,,,50000 pages,Oui,,,"Numérisation vers e-mail, numérisation vers FTP, numérisation vers PC, scan vers hôte USB",1 an de garantie,,Oui (impression),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB 2.0",,,"ENERGY STAR, Blue Angel",19.4 kg,,,,,Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,,"Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",216 x 356 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 24 ppm (mono)/jusqu'à 24 ppm (couleur),Jusqu'à 24 ppm (mono)/jusqu'à 24 ppm (couleur),33.6 Kbits/s,600 - 2500 pages
