id,nom,marque,caracteristiques,prix,Accessoires inclus,Alimentation,Alimentation redondante,Appareils intégrés,Bande cellulaire,Bande de fréquence,Batterie,Budget PoE,Caméras IP prises en charge,Capacité,Capacité d'alimentation,Caractéristiques,Catégorie,Compatibilité TTA,Configuration requise,Connecteur,Connecteur (deuxième extrémité),Connecteurs,Connecteurs (deuxième extrémité),Connecteurs d'entrée,Conçu pour,Couleur,Courant électrique max.,Câble,Dimensions d'ordinateur portable prises en charge,Disque dur,Disque(s) dur(s) pris en charge,Distance de transfert max.,Débit de transfert de données,Débit de transfert max.,Détails du dispositif d'alimentation,Fonctionnalité VoIP,Fonctionne avec Chromebook,Fonctions,Format,Format de compression,Fourni avec,Fréquence d'images,Garantie du fabricant,Génération,Hauteur (unités de rack),Informations sur la licence,Interface de station d'accueil,Interfaces de téléphonie,Interfaces vidéo,Intérieur / Extérieur,Localisation,Longueur,Longueur du câble,Matériau du produit,Moyen de transmission,Mémoire flash,Nbre de licences,Nombre d'utilisateurs KVM,Nombre de modules de serveurs lames pris en charge,Nombre de ports,Nombre de ports WAN,Normes de conformité,Normes environnementales,Performances,Poids,Ports,Ports auxiliaires,Positionnement/montage,Power Over Ethernet (PoE),Prise en charge de l'alimentation sous Ethernet (PoE),Prise en charge fournie,Processeur,Programme d'octroi de licences,Programme de ventes par le fabricant,Protocole cellulaire,Protocole de Routage,Protocole de gestion à distance,Protocole de liaison de données,Protocole réseau / transport,Protocoles VoIP,Périphérique d'alimentation,Quantité emballée,RAM,Référence équivalente à celle du fabricant d'origine,Réseaux,Résolution d'image,Services inclus,Sous-type,Support de cadre Jumbo,Système TV,Système d'exploitation requis,Taille de la table d'adresses MAC,Tarification de licence,Technologie,Tension,Tension d'entrée,Tension de sortie,Tension fournie,Tension requise,Type,Type d'interface (bus),Type de Produit,Type de boîtier,Type de câblage,Type de fibres optiques,Type de mise à niveau,Type de mémoire,Type de prise,Type de tarification,Vitesse,Vérification de l'Intégrité des Données
8658384,Cisco Catalyst 1200-16T-2G,CISCO,16T-2G - Commutateur - C3 - intelligent - 16 x 10/100/1000 + 2 x Gigabit Ethernet SFP - Montable sur rack,243.44,,CA 100-240 V (50 - 60 Hz),,,,,,,,"Instances MSTP: 8 ¦ Instances PVST+: 126 ¦ Instances RPVST+: 126 ¦ Groupes d'agrégation de liens: 4 ¦ Lien de ports d'agrégation: 8 ¦ VLAN actifs: 255 ¦ Groupes de multidiffusion IGMP: 255 ¦ Routes IPv4 (statiques): 32 ¦ Interfaces IPv4: 16 ¦ Règles ACL: 512 ¦ Files d'attente prioritaires: 8 ¦ Taille de tampon de paquet: 1,5 Mo",,"Sans ventilateur, QoS, support ACL, bouton écologique, EEE, PVST+, Link Aggregation, association de port, LACP, LAG, prise en charge du réseau local (LAN) virtuel, surveillance automatique VLAN, Guest VLAN, VLAN basé sur le port, VLAN basés sur des balises, gestion VLAN, Voice VLAN, VSDP, Zero-Touch Deployment, GARP, GVRP, IGMP snooping, interrogateur IGMP, détection de bouclage, UDP, prise en charge de BOOTP, garde boucle STP, SCT, SSD, systèmes fiables, Port Security, contrôle de la tempête de Broadcast, Multicast Storm Control, Storm Control, Unknown Storm Control, protection contre les attaques de Déni de Service, proxy TCP/UDP, DSCP based CoS, SP, file d'attente WRR, CoS, ToS, prise en charge DiffServ, EQS, limitation des taux d'entrée, congestion TCP, prise en charge du protocole SNTP, prise en charge TFTP, client DHCP, client DNS, interrupteur SNMP, mise à jour à distance du micrologiciel, fonction de diagnostic de câble, serveur DHCP, mise en miroir des ports, SCP, miroir VLAN, client Telnet, détection de la longueur de câble, pare-éclats, intégrité du démarrage, LLDP, LLDP-MED, CDP, bouton de réinitialisation, fonctionnement du port en fonction du temps, double pile IPv4 et IPv6, serveur Telnet, DAD, path MTU discovery, WRR, Unicast Storm Control, protection DoS, prévention du blocage de l'HoL, relais DHCP, RPVST+, prise en charge MSTP, routage de niveau 3",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.1x, IEEE 802.3az, IEEE 802.1D, IEEE 802.1w, IEEE 802.1s, IEEE 802.3ad (LACP), IEEE 802.1Q, IEEE 802.1p, IEEE 802.1ab (LLDP), IEEE 802.3, IEEE 802.3ab, IEEE 802.3u, IEEE 802.3x, IEEE 802.3z",,"Taux de transfert (paquets de 64 octets): 26,78 Mpps ¦ Capacité de commutation: 36 Gbps",1.78 kg,16 x 10/100/1000 + 2 x Gigabit Ethernet SFP,,,,,,,,,,"STP, routage IP statique, MSTP, RSTP, IGMP, IGMPv2, IGMPv3, CIDR, MLD, MLDv2, Bounjour","CLI, Telnet, SSH, SSH-2, DHCP, ICMP, SNMP, RADIUS, Syslog, HTTP, HTTPS, SNMP 2c, SNMP 3, RMON, TFTP, SCP",,,,,,,,,,,Gigabit Ethernet,9000 octets,,,8 000 entrées,,,,,,,,,,,Montable sur rack,,,,,,,,
9852530,TP-Link JetStream TL-SG2210MP V4,TP-LINK,"Link JetStream TL-SG2210MP V4 - Commutateur - intelligent - 8 x 10/100/1000 (PoE+) + 2 x SFP - Montable sur rack, de bureau - PoE+ (150 W)",182.69,,CA 100-240 V (50/60 Hz),,,,,,150 W,,Files d'attente prioritaires: 8 ¦ Nombre maximum de groupes d'agrégation: 8 ¦ Ports per aggregation group: 8 ¦ Groupes de multidiffusion: 512 ¦ Groupes VLAN: 4000 ¦ Entrées ACL: 230 ¦ Entrées de protection de source IPv4: 253 ¦ Entrées de liaison de port MAC IPv6: 512 ¦ Entrées de protection de source IPv6: 183 ¦ Entrées de sécurité des ports: 64,,"Contrôle du flux, auto-uplink (MDI/MDI-X auto), IGMP snooping, mise en miroir des ports, Prise en charge de STP, prise en charge RSTP, Prise en charge MSTP, DHCP snooping, prise en charge d'ACL, QoS, snooping MLD, contrôle de la bande passante, prise en charge DLDP, tampon de paquets 512 Ko, NDP, CoS, SP, GVRP, Storm Control, BPDU, Link Aggregation, AAA, 1 ventilateur, Voice VLAN, IPMB, ZTP, WRR, détection de bouclage, MLD, prioritisation DSCP, stockage et retransmission",,,"Microsoft Windows 98SE/2000/NT/XP/Vista/7/8/8.1/10, UNIX, Apple MacOS, Novell NetWare, Linux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE 802.3u, IEEE 802.3i, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3af, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.1s, IEEE 802.3at, IEEE 802.3az",,"Capacité de commutation: 20 Gbps ¦ Perrformances de transfert: 14,88 Mpps ¦ Taille de mémoire tampon de paquets: 4,1 Mbit",,8 x 10/100/1000 (PoE+) + 2 x SFP,,,PoE+,,,,,,,"IGMPv2, IGMP, IGMPv3, MLDv2, MLD, routage IP statique, MSTP, RSTP, STP","SNMP 1, SNMP, Telnet, SNMP 3, SNMP 2c, TFTP, SSH, DHCP, RMON 1, RMON 2, RMON 3, RMON 9, HTTP, HTTPS, CLI, ICMP, RSTP",,,,,,,,,,,Gigabit Ethernet,9KB,,,8 000 entrées,,,,,,,,,,,Montable sur rack,,,,,,,,
9892460,Poly Studio Room Kit for Microsoft Teams BYOD Pack CAT5e Extender USB Switch Hub3+ (ABB),HP INC,Poly Studio Room Kit for Microsoft Teams BYOD Pack CAT5e Extender USB Switch Hub3+ (ABB) - Replaces Poly SKU 7230-87670-101,1182.95,,,,,,,,,,,,15KV ESD Protector,,,"Apple MacOS X 10.8 ou ultérieur, Linux, Microsoft Windows 7 / 8 / 8.1 / 10 (32/64 bits)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB 3.2 Gen 1,,,,8 x USB 3.2 Gen 1,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,,,,,,,,,,,,,,,,,
11806434,TP-Link LiteWave LS1210P V1,TP-LINK,"Link LiteWave LS1210P V1 - Commutateur - 8 x 10/100 (PoE+) + 2 x 10/100/1000 - de bureau, fixation murale - PoE+ (96 W)",31.84,,,,,,,,96 W,,,,"PoE+ longue portée jusqu'à 250 m, auto-négociation, PoE Auto Recovery, sans ventilateur, mode étendu, isolation de client, fente de verrouillage de sécurité (câble de verrouillage vendu séparément), stockage et retransmission, auto-uplink (MDI/MDI-X auto)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE 802.3af, IEEE 802.3at, IEEE 802.3x, IEEE 802.3i, IEEE 802.3u, IEEE 802.3ab",,"Capacité de commutation: 5,6 Gbps ¦ Perrformances de transfert: 4,17 Mpps ¦ Taille de mémoire tampon de paquets: 2 MBit",,8 x 10/100 (PoE+) + 2 x 10/100/1000,,,PoE+,,,,,,,,,,,,,,,,,,,Fast Ethernet,2KB,,,2 000 entrées,,,,,,,,,,,,,,,,,,,
10497842,Zyxel XGS1935 Series XGS1935-52,ZYXEL,"52 - Commutateur - géré - L3 Lite - intelligent - 48 x 10/100/1000 + 4 x SFP+ 10 Go (liaison montante) - Montable sur rack - pour Zyxel DAC10G-1M v2, DAC10G-3M v2, SFP10, SFP-1000, SFP-BX1310-10, SFP-BX1550, SFP-SX-D",300.0,,CA 100-240 V (50/60 Hz),,,,,,,,"Taille de tampon de paquet: 1,5 Mo ¦ Entrées de transfert IPv4: 512 ¦ Entrées de transfert IPv6: 512 ¦ Tables de routage: 32 ¦ Interfaces IPv4: 32 ¦ Interfaces IPv6: 32",,"Prise en charge du réseau local (LAN) virtuel, Energy Efficient Ethernet, protection contre les surtensions de 4 KV, Protecteur 8KV ESD (décharge d'entrefer), Protecteur 6KV ESD (décharge de contact), Loop Guard, IVL, VLAN basé sur le port, Voice VLAN, conduit VLAN, Port Security, authentification d'adresse MAC, isolation des ports, GVRP, prise en charge d'ARP, Guest VLAN, relais PPPoE, Protection de l'UC, QoS, Storm Control, Layer 2 switching, IGMP snooping, filtrage IGMP, routage multicast statique, réduction IGMP, LLDP, LLDP-MED, DHCP Option 82, relais DHCP, client DHCPv4, client DHCPv6, DAD, support NebulaFLEX, serveur NTP, mise en miroir des ports, priorisation basée sur des politiques, limitation du débit basée sur la politique",,,,,,,,,"Zyxel DAC10G-1M v2, DAC10G-3M v2, SFP-1000T, SFP10G-LR, SFP10G-SR-E, SFP-BX1310-10-D, SFP-BX1550-E, SFP-SX-D",,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,Europe,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.3z, IEEE 802.3ae, IEEE 802.3af, IEEE 802.3az, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1D, IEEE 802.1w, IEEE 802.1s, IEEE 802.1p, IEEE 802.1x",,"Capacité de commutation: 176 Gbps ¦ Taux de transfert: 130,9 Mpps",3.7 kg,48 x 10/100/1000 + 4 x SFP+ 10 Go (liaison montante),,,,,,,,,,"IGMP, L2PT, IGMPv2, IGMPv3","HTTPS, RMON 1, RMON 2, RMON 3, RMON 9, Syslog, ICMP",,,,,,,,,,,Gigabit Ethernet,9KB,,,16 000 entrées,,,,,,,,,,,Montable sur rack,,,,,,,,
8435749,HPE Aruba 6200F 48G Class4 PoE 4SFP+ 370W Switch,HP ENT,Commutateur - distance max. d'empilage de 10 km - C3 - Géré - 48 x 10/100/1000 (PoE+) + 4 x 1 gigabit/10 gigabit SFP+ (liaison montante) - de l'avant et du côté vers l'arrière - Montable sur rack - PoE+ (370 W) - BTO,8542.0,,,,,,,,370 W,,Taille de tampon de paquet: 8 Mo,,"UTM, UDLD, Prise en charge de VRRP, DWRR, CoS, ToS, EQS, RPVST+, BPDU, Address Resolution Protocol, LLDP, TPM",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,Anglais / Europe,,,,,,,,,,,"IEEE 802.3af, IEEE 802.3at, IEEE 802.3az, IEEE 802.3ad (LACP), IEEE 802.1D, IEEE 802.1w, IEEE 802.1p, IEEE 802.1Q, IEEE 802.1ab (LLDP), IEEE 802.1x",,Latence (1 Gops): 2.28 µs ¦ Latence (10 Gops): 1.46 µs,4.87 kg,48 x 10/100/1000 (PoE+) + 4 x 1 gigabit/10 gigabit SFP+ (liaison montante),,,PoE+,,,,,,,"IGMP, IGMPv2, IGMPv3, RIP-2, OSPFv2, OSPFv3, MLD, MLDv2","RMON, CLI, MIB",,,,,,,,,,,Gigabit Ethernet,9220 octets,,,32 768 entrées,,,,,,,,,,,De l'avant et du côté vers l'arrière Montable sur rack 1U,,,,,,BTO,,
6199616,NETGEAR Plus GS308EPP,NETGEAR,"Commutateur - intelligent - 8 x 10/100/1000 (PoE+) - de bureau, fixation murale - PoE+ (123 W)",173.23,,,,,,,,123 W,,Prise en charge de VLAN: 64 ¦ Groupes de multidiffusion: 128,,"QoS, IGMP snooping, protection contre les attaques de Déni de Service, détection de bouclage, mise en miroir des ports, sans ventilateur, auto-uplink (MDI/MDI-X auto), stockage et retransmission, tampon de paquets 192 Ko, EEE, WRR, prise en charge du réseau local (LAN) virtuel, VLAN Tagging, VLAN basé sur le port, Link Aggregation, agrégation de ports, multidiffusion inconnue de blocage, client DHCP, limite de vitesse, prise en charge DSCP, CoS, mode duplex intégral, contrôle du flux, protection par mot de passe, test de câble",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie de 5 ans,,,,,,,,,,,,,,,,,,,"IEEE 802.3at, IEEE 802.3az, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3, IEEE 802.3ab, IEEE 802.3u, IEEE 802.3x, IEEE 802.3af",,Largeur de bande: 16 Gbps,490 g,8 x 10/100/1000 (PoE+),,,PoE+,,,,,,,"IGMP, IGMPv2, IGMPv3",DHCP,,,,,,,,,,,Gigabit Ethernet,9216 octets,,,4 000 entrées,,,,,,,,,,,,,,,,,,,
5463169,Cisco Catalyst 9300L,CISCO,Network Advantage - commutateur - C3 - Géré - 48 x 10/100/1000 (PoE+) + 4 x SFP+ 10 Go (liaison montante) - Montable sur rack - PoE+ (505 W),9930.94,,CA 120/230 V (50 - 60 Hz),En option,,,,,505 W,,Routes IPv4: 32000 ¦ Routes IPv6: 16000 ¦ Échelle de multidiffusion: 8000 ¦ Entrées d'échelle QoS: 5120 ¦ Entrées d'échelle ACL: 5120 ¦ Ports routés: 416 ¦ Prise en charge de VLAN: 4094 ¦ Interfaces virtuelles commutées (SVI): 1000,,"NSF, prise en charge d'ACL, QoS, Rapid PVST+, SRR, prise en charge de PXE, RSPAN, Energy Efficient Ethernet, VRF, CoS, FNF, authentification 802.1x, PTP, prise en charge DSCP, prise en charge de MACsec, CoPP, LISP, Blue Beacon LED, ZTP, support CoAP, démarrage sécurisé, SPAN, SGT caching, PIM, FHS, AVB, support PVLAN, mode GIR, CIR, module Cisco Trust Anchor, Cisco UADP 2.0, Cisco StackWise-320 technology",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3af, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.1s, IEEE 802.1ae, IEEE 802.3at, IEEE 1588v2, IEEE 802.1BA, Wi-Fi CERTIFIED 6",,"Capacité de commutation avec empilement: 496 Gbps ¦ Capacité de commutation: 176 Gbps ¦ Taux de transfert: 130,95 Mpps ¦ Taux de transfert avec empilement: 369,05 Mpps",7.03 kg,48 x 10/100/1000 (PoE+) + 4 x SFP+ 10 Go (liaison montante),,,PoE+,,,,,,,"OSPF, BGP-4, IS-IS, RIP-1, RIP-2, EIGRP, HSRP, VRRP, PIM-SM, EIGRP for IPv6, OSPFv3, PIM-SSM, MSDP, routage à base de règles (PBR), RIPng, MPLS, MSTP","SNMP 1, RMON 1, RMON 2, SNMP 3, SNMP 2c, CLI, NETCONF, RESTCONF",,,,,,,,,,,Gigabit Ethernet,9198 octets,,,32 000 entrées,,,,,,,,,,,Montable sur rack,,,,,,,,
6999390,HPE Networking Instant On 1960 24G 2XGT 2SFP+ Switch,HP ENT,Commutateur - Géré - 24 x 10/100/1000 + 2 x 10 Gigabit SFP+ + 2 x 100/1000/10GBase-T - Montable sur rack - BTO,974.0,,CA 100-240 V (50/60 Hz),,,,,,,,Entrées d'adresses MAC: 16000 ¦ Routes IPv4 (statiques): 32 ¦ Routes IPv6 (statiques): 32,,"Sans ventilateur, EEE, prise en charge d'ARP, auto-uplink (MDI/MDI-X auto), compatible DHCP, TPM, prise en charge du réseau local (LAN) virtuel, voix automatique VLAN, LLDP-MED, LACP, Prise en charge de STP, BPDU Filter, contrôle du flux, prise en charge d'IPv6, auto-négociation, prise en charge d'ACL, CoS, mise en miroir des ports, mode semi-duplex, mode duplex intégral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anglais / Europe,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.3ad (LACP), IEEE 802.1ab (LLDP), IEEE 802.1D, IEEE 802.1s, IEEE 802.1Q, IEEE 802.1p",,Débit: 95 Mpps ¦ Capacité de commutation: 128 Gbps ¦ Latence (100 Mops): 4.4 µs ¦ Latence (1 Gops): 2.2 µs ¦ Latence (10 Gops): 1.1 µs,3.9 kg,24 x 10/100/1000 + 2 x 10 Gigabit SFP+ + 2 x 100/1000/10GBase-T,,,,,,,,,,Routage IP statique,"RADIUS, SNMP 1, SNMP 2c, SNMP 3, HTTP, HTTPS",,,,,,,,,,,Gigabit Ethernet,9216 octets,,,16 000 entrées,,,,,,,,,,,Montable sur rack 1U,,,,,,BTO,,
5421221,StarTech.com Station de charge universelle USB,STARTECH,2 ports 2A et 5 ports 1A - Dock de recharge autonome avec fixation murale (ST7C51224EU) - Bande de charge + adaptateur secteur - 5 A - 7 connecteurs de sortie (USB) - noir,61.99,,,,,,,,,,,,,,,,,,,,,"Tablette, téléphone cellulaire",Noir,5 A,,,,,,,,5 x - USB Type A 4 broches - 1 A ¦ 2 x - USB Type A 4 broches - 2 A,,,,,,,,Garantie de 2 ans,,,,,,,,Europe,,,,,,,,,,,,,,126 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC 12 V,CA 100-240 V,,,Bande de charge + adaptateur secteur,,,,,,Total 7: USB,,,
10449182,NETGEAR 300 Series GS305P,NETGEAR,"Version 3 - commutateur - SOHO - non géré - 5 x 10/100/1000 (4 PoE+) - de bureau, fixation murale - PoE+ (63 W)",80.42,,DC 54 V 1.25 A,,,,,,63 W,,Taille de tampon de paquet: 128 Ko,,"SOHO, QoS, sans ventilateur, boîtier métallique, WRR, auto-détection par dispositif, auto-uplink (MDI/MDI-X auto), mise hors tension automatique, CoS, prise en charge DiffServ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Europe, Royaume-Uni",,,,,,,,,,,"IEEE 802.3az, IEEE 802.1p, IEEE 802.3af, IEEE 802.3at, IEEE 802.3u, IEEE 802.3i, IEEE 802.3x",,Largeur de bande: 10 Gbps ¦ Latence: 2.4 µs,400 g,5 x 10/100/1000 (4 PoE+),,,PoE+,,,,,,,,,,,,,,,,,,,Gigabit Ethernet,9216 octets,,,2 000 entrées,,,,,,,,,,,,,,,,,,,
10497843,Zyxel XGS1935 Series XGS1935-52HP,ZYXEL,"52HP - Commutateur - géré - L3 Lite - intelligent - 48 x 10/100/1000 (PoE) + 4 x SFP+ 10 Go (liaison montante) - Montable sur rack - PoE+ (375 W) - pour Zyxel DAC10G-1M v2, DAC10G-3M v2, SFP10, SFP-1000, SFP-BX1310-10, SFP-BX1550, SFP-SX-D",582.5,,CA 100-240 V (50/60 Hz),,,,,,375 W,,"Taille de tampon de paquet: 1,5 Mo ¦ Entrées de transfert IPv4: 512 ¦ Entrées de transfert IPv6: 512 ¦ Tables de routage: 32 ¦ Interfaces IPv4: 32 ¦ Interfaces IPv6: 32",,"Prise en charge du réseau local (LAN) virtuel, Energy Efficient Ethernet, protection contre les surtensions de 4 KV, Protecteur 8KV ESD (décharge d'entrefer), Protecteur 6KV ESD (décharge de contact), Loop Guard, IVL, VLAN basé sur le port, Voice VLAN, conduit VLAN, Port Security, authentification d'adresse MAC, isolation des ports, GVRP, prise en charge d'ARP, Guest VLAN, relais PPPoE, Protection de l'UC, QoS, Storm Control, Layer 2 switching, IGMP snooping, filtrage IGMP, routage multicast statique, réduction IGMP, LLDP, LLDP-MED, DHCP Option 82, relais DHCP, client DHCPv4, client DHCPv6, DAD, support NebulaFLEX, serveur NTP, mise en miroir des ports, priorisation basée sur des politiques, limitation du débit basée sur la politique",,,,,,,,,"Zyxel DAC10G-1M v2, DAC10G-3M v2, SFP-1000T, SFP10G-LR, SFP10G-SR-E, SFP-BX1310-10-D, SFP-BX1550-E, SFP-SX-D",,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,Europe,,,,,,,,,,,"IEEE 802.3at, IEEE 802.3, IEEE 802.3u, IEEE 802.3ab, IEEE 802.3z, IEEE 802.3ae, IEEE 802.3af, IEEE 802.3az, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1D, IEEE 802.1w, IEEE 802.1s, IEEE 802.1p, IEEE 802.1x",,"Capacité de commutation: 176 Gbps ¦ Taux de transfert: 130,9 Mpps",4.1 kg,48 x 10/100/1000 (PoE) + 4 x SFP+ 10 Go (liaison montante),,,PoE+,,,,,,,"IGMP, L2PT, IGMPv2, IGMPv3","HTTPS, RMON 1, RMON 2, RMON 3, RMON 9, Syslog, ICMP",,,,,,,,,,,Gigabit Ethernet,9KB,,,16 000 entrées,,,,,,,,,,,Montable sur rack,,,,,,,,
3922261,HPE Aruba 2930F 48G PoE+ 4SFP+,HP ENT,Commutateur - C3 - Géré - 48 x 10/100/1000 (PoE+) + 4 x 1 gigabit/10 gigabit SFP+ (liaison montante) - Montable sur rack - PoE+ (370 W),7259.0,,CA 120/230 V,,,,,,370 W,,Taille de cadre large: 9220 ¦ Entrées de table de routage IPv4: 10000 ¦ Entrées de table de routage IPv6: 5000,,"Contrôle du flux, Fonction duplex intégral, compatible DHCP, prise en charge de BOOTP, prise en charge d'ARP, prise en charge du réseau local (LAN) virtuel, IGMP snooping, prise en charge de Syslog, prise en charge DiffServ, prise en charge d'IPv6, prise en charge du protocole SNTP, sFlow, Prise en charge de STP, Prise en charge MSTP, prise en charge d'ACL, QoS, support d'images étendues, serveur DHCP, STP Root Guard, UDLD, prise en charge LLDP, LACP, MIB, verrouillage d'adresse MAC, protection ARP dynamique, protection DHPC, GVRP, MVRP, NDP, CoS, ToS, prise en charge OpenFlow, Protection de l'UC, ICMP, ICMP IRDP, VXLAN, MIB II",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,Anglais / Europe,,,,,,,,,,,"IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3af, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.1s, IEEE 802.1ad, IEEE 802.1v, IEEE 802.1ab (LLDP), IEEE 802.3at, IEEE 802.3az, IEEE 802.1AX",,Débit: 112 Mpps ¦ Capacité de commutation: 176 Gbps ¦ Latence (1 Gops): 3.8 µs ¦ Latence (10 Gops): 1.6 µs,4.46 kg,48 x 10/100/1000 (PoE+) + 4 x 1 gigabit/10 gigabit SFP+ (liaison montante),,,PoE+,,,,,,,"OSPF, RIP, RIP-1, RIP-2, BGP, IGMPv2, IGMP, OSPFv2, routage IP statique, IGMPv3, OSPFv3, routage statique IPv4, routage statique IPv6, RIPng, MLD, CIDR","SNMP 1, SNMP 2, RMON 1, SNMP, Telnet, SNMP 3, SNMP 2c, SSH, SSH-2, CLI, XRMON",,,,,,,,,,,Gigabit Ethernet,,,,32 000 entrées,,,,,,,,,,,Montable sur rack 1U,,,,,,,,
5667475,Cisco Catalyst 9200,CISCO,Network Essentials - commutateur - C3 - intelligent - 40 x 10/100/1000 (PoE+) + 8 x 100/1000/2.5G/5G/10GBase-T - Montable sur rack - PoE+ (740 W),10142.92,,CA 100-240 V (50 - 60 Hz),En option,,,,,740 W,,Entrées d'échelle QoS: 1000 ¦ Entrées d'échelle ACL: 1600 ¦ Entrées de table de routage IPv4: 4000 ¦ Entrées de table de routage IPv6: 2000 ¦ Taille de tampon de paquet: 6 Mo ¦ ID de VLAN: 4096 ¦ Interfaces virtuelles commutées (SVI): 1000 ¦ Flexible NetFlow entries: 16000,,"Prise en charge d'ARP, Prise en charge de STP, QoS, Rapid PVST+, SRR, prise en charge de PXE, RSPAN, Energy Efficient Ethernet, MIB, CoS, FNF, technologie Cisco StackWise-160, prise en charge DSCP, prise en charge de MACsec, CoPP, SPAN, EEM, PIM, FHS, support PVLAN, CIR",,,,,,,,,,,,,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,"IEEE 802.3, IEEE 802.3u, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3af, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.1s, IEEE 802.3at, IEEE 802.3bz",,"Bande passante d'empilage: 160 Gbps ¦ Commutation de bande passante: 400 Gbps ¦ Capacité de commutation avec empilement: 580 Gbps ¦ Taux de transfert: 297,61 Mpps ¦ Taux de transfert avec empilement: 431 Mpps",5.44 kg,40 x 10/100/1000 (PoE+) + 8 x 100/1000/2.5G/5G/10GBase-T,,,PoE+,,,,,,,"OSPF, RIP, IS-IS, RIP-1, RIP-2, EIGRP, HSRP, VRRP, PIM-SM, EIGRP for IPv6, OSPFv3, PIM-SSM, MSDP, routage à base de règles (PBR), RIPng, MSTP","SNMP 1, RMON 1, RMON 2, SNMP 3, SNMP 2c, CLI, NETCONF, RESTCONF",,,,,,,,,,,Gigabit Ethernet,9198 octets,,,32 000 entrées,,,,,,,,,,,Montable sur rack,,,,,,,,
